Rank	Port	Volume 2015	Volume 2014	Volume 2013	Volume 2012	Volume 2011
389842	city_name_158046, country_name_10552	30.7	19.46	29.19	9.42	10.56
279651	city_name_163057, country_name_14847	6.08	6.4	17.87	12.89	4.38
138594	city_name_167714, country_name_14622	34.21	33.49	8.91	28.83	8.34
387510	city_name_139656, country_name_14100	2.99	22.92	32.04	35.25	12.76
463449	city_name_196191, country_name_14653	31.49	3.75	22.71	35.62	13.88
432123	city_name_109815, country_name_10202	2.15	15.97	1.41	31.55	20.28
135641	city_name_159345, country_name_10556	15.79	32.53	19.82	1.18	28.54
410824	city_name_136647, country_name_10166	16.23	30.5	15.22	2.87	7.3
200877	city_name_119503, country_name_12014	29.94	35.17	25.39	29.72	27.24
218776	city_name_109117, country_name_11769	29.01	4.56	10.84	18.35	22.58
410478	city_name_119338, country_name_13847	29.78	31.98	4.12	23.91	30.69
82240	city_name_167131, country_name_18505	15.36	20.47	14.84	30.44	13.07
362713	city_name_108407, country_name_14371	28.42	32.85	26.58	30.26	4.24
408224	city_name_152684, country_name_13079	9.8	27.77	29.52	7.68	23.42
316222	city_name_113711, country_name_10012	28.89	28.7	21.59	31.28	34.86
425508	city_name_123959, country_name_17883	9.51	9.89	8.28	4.51	9.74
469867	city_name_145878, country_name_16145	14.43	4.67	27.11	31.98	33.02
254106	city_name_169875, country_name_15478	20.04	24.73	34.02	9.69	21.36
467273	city_name_164330, country_name_17657	15.26	35.75	20.85	4.78	31.44
463329	city_name_187931, country_name_12623	7.0	1.75	20.1	11.66	14.25
293541	city_name_155474, country_name_19731	26.16	18.88	19.04	7.61	29.51
285776	city_name_156934, country_name_10659	32.87	6.65	2.96	3.58	25.89
36933	city_name_149142, country_name_13066	3.16	21.28	3.52	34.33	8.87
246562	city_name_183556, country_name_10490	10.37	26.39	22.73	31.05	26.52
296457	city_name_181119, country_name_10478	8.81	35.85	20.25	19.77	29.32
452473	city_name_136782, country_name_10872	8.55	3.2	13.46	24.28	25.93
92142	city_name_159966, country_name_18963	14.94	13.62	28.7	33.98	35.71
310292	city_name_156841, country_name_12317	6.92	20.77	8.05	23.75	29.43
153354	city_name_135104, country_name_10549	15.09	26.74	6.16	4.18	28.3
229478	city_name_157716, country_name_14339	26.87	35.06	5.82	17.48	19.09
152615	city_name_159863, country_name_19895	6.69	30.09	24.28	17.33	26.68
334420	city_name_118630, country_name_11891	23.34	11.5	12.78	20.41	1.21
114574	city_name_178760, country_name_11509	5.44	33.08	18.83	24.59	26.64
115571	city_name_165336, country_name_19093	19.96	2.26	26.86	28.16	9.26
498814	city_name_160043, country_name_18301	29.18	17.96	21.28	29.14	26.18
32198	city_name_166752, country_name_11571	34.19	26.82	1.55	26.74	14.96
360952	city_name_161749, country_name_10705	3.69	10.31	22.41	10.25	28.32
14950	city_name_113111, country_name_14583	20.51	29.22	6.52	5.15	27.06
453589	city_name_102531, country_name_18450	17.22	9.29	31.88	21.86	5.59
376837	city_name_169809, country_name_10430	6.64	33.77	21.2	16.57	15.76
104435	city_name_193889, country_name_15056	2.29	8.81	32.95	33.05	25.89
110871	city_name_173565, country_name_18964	26.95	14.17	19.85	34.0	19.74
366361	city_name_197437, country_name_16551	5.85	19.27	22.81	24.6	1.11
400791	city_name_131017, country_name_18299	27.63	1.2	27.41	29.39	17.1
2780	city_name_189784, country_name_15771	24.16	35.25	7.9	20.27	17.73
184399	city_name_199877, country_name_17630	8.2	24.74	4.06	32.66	6.97
275164	city_name_168373, country_name_19168	16.07	1.79	27.62	1.94	27.76
232054	city_name_138075, country_name_12092	30.8	17.84	5.26	31.71	17.11
53640	city_name_124296, country_name_15255	2.71	19.9	33.71	1.3	18.26
457431	city_name_134039, country_name_17605	16.4	10.52	24.9	6.9	22.17
22023	city_name_172895, country_name_13610	27.73	7.44	35.95	35.46	22.8
328331	city_name_168728, country_name_12445	18.16	32.81	32.37	18.34	4.46
129827	city_name_102561, country_name_19281	20.82	32.17	11.04	24.57	12.98
81870	city_name_172698, country_name_16697	1.25	7.35	8.87	12.89	13.91
342107	city_name_175714, country_name_19298	23.36	12.51	34.68	5.51	11.51
358955	city_name_103698, country_name_14957	7.18	10.92	33.1	3.48	14.11
241167	city_name_152776, country_name_13260	6.5	1.13	34.57	35.6	31.51
457841	city_name_179173, country_name_14356	7.39	28.26	23.98	13.09	24.1
349835	city_name_183242, country_name_14881	10.29	19.79	21.04	16.56	32.8
56238	city_name_135636, country_name_17125	9.06	19.8	8.75	32.3	7.47
359433	city_name_109304, country_name_15512	27.8	25.9	30.28	31.64	9.82
192480	city_name_127112, country_name_11388	18.89	29.44	26.78	10.79	10.59
94569	city_name_176519, country_name_15957	8.57	24.25	20.58	34.6	9.72
82736	city_name_125533, country_name_17995	16.38	18.65	8.34	22.99	16.32
349228	city_name_141592, country_name_13151	34.26	7.64	34.03	5.56	1.47
471037	city_name_127651, country_name_11121	26.01	10.28	14.91	33.68	19.27
392177	city_name_192747, country_name_15778	7.47	25.96	24.56	11.26	23.31
293557	city_name_187452, country_name_14311	23.44	23.19	4.92	9.04	25.39
307071	city_name_152243, country_name_17167	9.51	24.88	24.65	21.06	6.13
420832	city_name_112983, country_name_17128	6.71	34.33	9.96	10.18	34.81
376717	city_name_125354, country_name_19149	32.61	9.08	19.12	22.25	34.77
469468	city_name_190243, country_name_12370	14.89	32.01	26.81	33.4	19.08
80559	city_name_100035, country_name_18526	8.65	16.22	16.98	30.24	15.52
117541	city_name_113808, country_name_10485	32.79	4.04	5.68	20.67	27.69
448018	city_name_169339, country_name_18640	19.31	28.27	9.27	26.94	23.61
239384	city_name_129098, country_name_10512	5.87	32.6	7.34	16.1	27.35
122607	city_name_111129, country_name_11615	13.72	1.75	19.57	27.35	12.63
152934	city_name_103274, country_name_12786	23.89	11.93	19.51	3.59	9.02
295477	city_name_171330, country_name_17863	28.24	29.56	6.13	11.34	16.12
260983	city_name_176675, country_name_14510	7.95	3.02	1.65	12.82	27.28
20315	city_name_122455, country_name_15523	15.17	34.93	29.61	26.79	32.9
429699	city_name_111721, country_name_11694	1.77	8.6	21.68	16.52	18.72
244470	city_name_163194, country_name_19170	31.05	21.01	21.27	15.54	28.16
473378	city_name_109812, country_name_17508	29.98	15.61	6.51	9.78	13.93
239047	city_name_195190, country_name_14197	20.5	19.28	25.71	18.97	27.64
408542	city_name_119664, country_name_14463	7.66	18.5	20.56	30.2	25.71
249826	city_name_115841, country_name_14974	16.84	12.95	16.5	10.11	18.75
396735	city_name_153534, country_name_12114	9.9	11.96	30.75	17.62	13.81
337693	city_name_112390, country_name_12554	29.8	29.75	6.7	18.85	18.34
400311	city_name_101362, country_name_13784	6.53	15.94	27.98	29.59	30.53
246995	city_name_120877, country_name_16978	28.45	13.57	30.3	8.23	16.87
145146	city_name_131198, country_name_13606	31.75	30.12	25.5	16.72	4.29
275740	city_name_169643, country_name_13228	32.99	21.48	22.24	16.48	20.36
172337	city_name_159731, country_name_10555	28.64	26.5	28.32	31.62	6.32
306201	city_name_170949, country_name_17942	13.7	19.24	26.22	10.06	19.71
257906	city_name_185924, country_name_19634	4.15	33.47	4.66	16.11	11.61
441590	city_name_118021, country_name_11245	12.21	26.44	16.09	8.48	6.45
143371	city_name_106121, country_name_10078	3.56	18.16	7.22	6.7	27.17
36061	city_name_131331, country_name_16282	33.16	9.68	8.53	14.84	30.89
170757	city_name_198361, country_name_18630	4.03	5.33	4.34	29.35	30.94
413291	city_name_187029, country_name_13262	25.94	27.98	31.5	4.38	30.91
234973	city_name_194914, country_name_16179	3.19	33.74	34.17	2.03	8.91
373295	city_name_118488, country_name_16820	33.9	17.61	27.33	20.43	19.1
478220	city_name_135230, country_name_12157	14.18	32.08	31.6	18.7	33.08
235487	city_name_196666, country_name_15684	13.53	27.22	4.95	25.53	5.82
367682	city_name_154138, country_name_11087	16.01	1.86	17.89	3.29	32.9
374889	city_name_167628, country_name_17412	22.63	23.4	6.37	31.21	6.15
302469	city_name_174055, country_name_15018	22.88	12.53	32.25	29.12	27.66
119094	city_name_157034, country_name_10660	24.5	29.76	29.6	1.9	2.74
381005	city_name_107600, country_name_18136	35.17	9.65	31.8	8.77	35.53
227576	city_name_127959, country_name_17781	32.04	2.31	32.55	28.73	18.59
488801	city_name_116762, country_name_19295	1.99	9.16	17.37	14.24	32.1
91134	city_name_187515, country_name_17969	14.76	23.1	34.42	34.92	33.76
163396	city_name_118051, country_name_10758	17.14	28.76	8.0	32.85	20.73
199918	city_name_185432, country_name_16539	26.23	29.95	6.04	18.57	31.28
258758	city_name_175758, country_name_17732	20.75	23.74	7.07	29.41	14.26
424194	city_name_125037, country_name_19928	25.45	1.27	24.94	33.28	27.79
66421	city_name_153074, country_name_12577	24.56	9.38	8.44	35.52	23.72
169654	city_name_135421, country_name_14918	31.56	23.6	5.81	35.95	19.26
199208	city_name_182455, country_name_15481	22.75	33.39	15.09	2.63	13.72
146790	city_name_124355, country_name_10732	26.98	18.21	25.13	17.45	29.72
452216	city_name_158091, country_name_19821	11.46	22.94	30.83	25.2	7.12
278418	city_name_180330, country_name_10425	31.67	24.85	13.53	24.99	9.44
481941	city_name_187536, country_name_17133	34.17	10.25	5.13	13.88	1.53
428647	city_name_122051, country_name_17739	28.93	1.69	30.66	30.07	1.46
24593	city_name_187300, country_name_19026	12.61	33.39	22.88	18.39	3.38
89264	city_name_151526, country_name_10616	7.9	18.71	25.56	27.12	22.18
203675	city_name_117649, country_name_12874	11.04	28.14	25.46	32.84	25.86
418827	city_name_121791, country_name_11920	5.68	5.35	11.21	22.64	10.44
150463	city_name_132204, country_name_10655	22.2	7.72	32.0	11.11	30.14
389060	city_name_175784, country_name_10253	8.93	18.34	23.18	25.92	10.46
38372	city_name_101456, country_name_15330	18.93	12.02	22.3	7.49	13.55
232381	city_name_150150, country_name_18484	2.61	7.01	19.69	30.97	6.27
286561	city_name_154360, country_name_14676	28.61	2.35	33.37	23.47	32.67
339293	city_name_151147, country_name_11434	22.56	15.0	6.31	27.71	16.92
39435	city_name_132493, country_name_11800	21.26	3.4	2.28	2.65	29.7
55806	city_name_164559, country_name_12523	32.2	7.4	23.83	24.31	11.66
319153	city_name_176580, country_name_14795	6.05	22.51	26.28	21.39	7.89
113590	city_name_171167, country_name_19984	6.61	3.67	7.12	4.72	6.24
232572	city_name_102856, country_name_15118	30.31	28.74	9.49	3.9	3.28
344130	city_name_139618, country_name_14297	25.01	21.95	1.91	35.94	13.1
365964	city_name_164520, country_name_15002	5.84	3.45	1.3	35.52	29.89
437152	city_name_145183, country_name_16939	20.83	21.44	18.01	30.02	1.75
54619	city_name_193049, country_name_14694	16.56	11.47	8.59	29.93	23.53
294853	city_name_145482, country_name_19945	22.18	18.81	31.65	2.16	25.38
498029	city_name_134471, country_name_16772	33.86	30.29	14.18	14.4	32.11
358521	city_name_194446, country_name_12572	29.68	15.92	13.58	10.56	16.24
184279	city_name_118568, country_name_17956	35.69	35.82	6.27	19.81	4.24
491359	city_name_120389, country_name_10286	31.61	20.92	7.71	33.64	10.82
78987	city_name_145504, country_name_14056	25.42	22.53	5.34	8.9	4.13
171685	city_name_143312, country_name_13844	14.45	9.36	14.25	24.4	6.43
324422	city_name_129962, country_name_14476	19.99	24.87	25.45	34.87	30.61
81375	city_name_177409, country_name_10618	1.72	24.54	12.09	18.44	31.11
377890	city_name_124092, country_name_17691	26.23	18.6	11.72	15.62	20.17
420197	city_name_129595, country_name_11242	7.03	14.85	35.14	2.07	15.12
232307	city_name_166458, country_name_10457	14.87	23.08	16.98	7.36	23.03
246625	city_name_174608, country_name_17264	8.0	24.35	18.41	30.59	13.66
306556	city_name_124918, country_name_10756	10.12	12.0	9.92	19.53	4.1
470774	city_name_155641, country_name_19049	32.04	17.42	35.71	15.11	24.67
218609	city_name_118161, country_name_15272	21.59	15.44	8.1	33.64	7.85
499653	city_name_171127, country_name_14973	26.92	35.17	27.49	25.55	7.59
71468	city_name_120065, country_name_13911	11.56	15.09	19.86	28.18	27.27
184156	city_name_175351, country_name_18960	1.57	30.44	17.82	14.25	33.56
412131	city_name_162523, country_name_17376	23.52	25.48	23.32	17.77	16.68
4204	city_name_183939, country_name_17814	34.15	30.88	26.15	35.04	23.68
395620	city_name_165067, country_name_11414	9.0	23.82	15.4	13.85	6.57
492940	city_name_122156, country_name_17817	30.38	32.34	14.3	28.59	12.22
239359	city_name_168880, country_name_15335	17.22	14.27	21.64	28.14	35.38
123610	city_name_195421, country_name_15625	11.09	8.68	13.08	32.29	33.62
27418	city_name_122909, country_name_14059	34.45	23.88	22.13	21.77	34.56
470025	city_name_128510, country_name_18639	12.17	4.04	14.02	7.87	22.83
387662	city_name_134928, country_name_15255	10.97	11.27	35.94	29.1	29.11
56737	city_name_130959, country_name_12860	24.47	26.49	28.44	15.75	17.19
460478	city_name_199782, country_name_11317	22.24	4.13	35.57	16.32	12.61
54498	city_name_155452, country_name_11386	28.96	9.92	21.14	13.08	17.52
19099	city_name_146048, country_name_18120	31.19	35.88	34.73	30.15	18.35
11938	city_name_160310, country_name_13440	22.48	15.65	2.58	3.67	19.95
294945	city_name_112282, country_name_15292	1.24	32.72	14.75	35.73	29.44
355719	city_name_137994, country_name_17559	24.19	28.4	9.26	2.14	13.41
294717	city_name_113654, country_name_11925	20.65	32.05	27.43	30.94	29.05
24842	city_name_145324, country_name_15989	4.53	29.26	33.92	17.55	18.78
170932	city_name_104759, country_name_13758	26.98	27.79	20.61	15.35	18.71
401107	city_name_192899, country_name_10226	28.75	2.78	13.39	12.77	5.27
495855	city_name_114883, country_name_16222	28.9	31.28	18.13	18.04	12.35
140374	city_name_126777, country_name_15624	25.27	18.02	1.36	21.33	9.76
175618	city_name_151895, country_name_14481	25.6	13.39	15.8	14.56	30.73
320154	city_name_124452, country_name_18373	1.68	28.63	9.23	17.9	5.77
174724	city_name_122580, country_name_14361	32.89	35.51	3.6	19.64	4.78
443506	city_name_156260, country_name_17370	2.3	13.26	25.56	14.37	2.38
466394	city_name_181017, country_name_14342	4.95	27.99	6.57	27.7	14.14
355781	city_name_192390, country_name_12113	19.29	35.41	15.31	23.13	22.28
214592	city_name_138741, country_name_17350	7.81	15.98	4.4	27.14	19.92
276257	city_name_197302, country_name_17902	26.58	25.11	33.0	35.95	2.86
486106	city_name_197460, country_name_13059	6.11	11.88	14.6	5.17	32.77
208184	city_name_138236, country_name_19006	31.51	3.17	19.11	30.83	23.07
316452	city_name_130788, country_name_16836	32.4	35.46	15.87	17.29	1.69
493579	city_name_186665, country_name_15789	6.74	20.86	19.59	5.93	31.62
196488	city_name_140831, country_name_18569	12.25	21.99	19.2	29.65	23.25
373740	city_name_114663, country_name_10279	29.78	5.92	32.42	33.51	22.71
206878	city_name_157215, country_name_18887	14.16	27.97	15.72	34.59	32.08
359954	city_name_131607, country_name_13659	19.58	33.48	7.39	8.42	7.26
82353	city_name_141137, country_name_10888	27.5	23.68	22.14	24.03	23.5
322279	city_name_198356, country_name_17048	16.11	7.82	13.37	7.2	20.81
423006	city_name_144191, country_name_19417	24.72	10.89	28.56	25.35	12.05
303876	city_name_155971, country_name_18396	32.65	19.98	14.51	32.96	29.82
171821	city_name_127887, country_name_12200	1.73	24.9	18.64	31.31	28.47
121254	city_name_167913, country_name_10602	5.55	14.65	4.48	4.01	4.16
61664	city_name_178803, country_name_14722	31.09	9.09	7.33	6.81	6.27
306218	city_name_103239, country_name_12440	34.88	18.63	19.22	11.61	13.23
54417	city_name_148184, country_name_13118	33.93	31.45	25.31	5.29	18.05
19323	city_name_172684, country_name_17716	18.23	22.73	24.6	1.26	8.41
376290	city_name_188203, country_name_12999	17.49	21.09	21.96	24.07	2.15
154527	city_name_182420, country_name_11142	8.32	20.89	22.97	5.44	11.96
490677	city_name_176462, country_name_19358	31.05	35.18	21.06	24.26	3.74
24325	city_name_174763, country_name_19191	13.94	17.43	32.03	6.49	11.01
241413	city_name_138064, country_name_15853	11.94	17.83	19.49	22.18	32.04
77331	city_name_188994, country_name_16699	16.77	4.42	23.69	18.06	7.48
495236	city_name_182021, country_name_18252	17.91	20.96	14.72	25.48	31.9
418187	city_name_115402, country_name_13001	29.06	25.67	31.1	22.82	34.53
45887	city_name_179642, country_name_17061	33.62	8.7	7.23	24.68	7.76
223637	city_name_185968, country_name_14638	22.88	12.93	11.84	3.78	27.93
366594	city_name_166371, country_name_13786	18.13	33.12	5.75	29.09	35.35
442900	city_name_138737, country_name_17986	7.37	4.33	21.52	19.8	20.6
418349	city_name_172491, country_name_14869	14.13	27.01	27.23	26.3	15.92
43563	city_name_193430, country_name_18877	13.53	28.53	4.57	20.7	12.84
100444	city_name_156737, country_name_19199	22.77	3.51	2.35	18.21	31.69
389801	city_name_196962, country_name_14028	33.81	27.61	18.94	31.29	15.23
419096	city_name_126603, country_name_15109	30.27	14.65	19.39	31.87	13.7
22408	city_name_103228, country_name_19279	12.27	31.58	32.98	6.55	3.46
440799	city_name_147266, country_name_16571	13.88	28.45	32.96	25.38	35.26
277870	city_name_139478, country_name_15801	4.76	18.16	6.46	30.35	19.27
320860	city_name_160371, country_name_19715	29.56	14.64	6.14	4.9	24.7
415231	city_name_197082, country_name_15599	22.18	24.82	15.83	34.47	10.56
399747	city_name_187080, country_name_12163	8.11	34.1	28.1	24.37	5.9
176065	city_name_160830, country_name_10349	17.82	20.5	8.24	7.87	3.22
493056	city_name_137993, country_name_14756	13.66	1.38	4.64	33.27	12.74
221690	city_name_104212, country_name_17845	10.77	6.35	8.02	18.12	27.89
396228	city_name_147000, country_name_17996	28.97	32.39	13.12	16.72	20.67
421307	city_name_108536, country_name_18523	3.69	27.51	10.49	1.97	19.05
77859	city_name_171812, country_name_14525	5.14	11.74	14.84	16.96	14.79
269265	city_name_198010, country_name_14326	14.37	22.24	35.14	17.43	2.25
234966	city_name_183594, country_name_18287	35.08	25.74	23.09	19.39	27.88
436576	city_name_168632, country_name_12994	31.57	26.55	9.46	13.9	3.66
312738	city_name_194376, country_name_15113	6.59	1.53	34.99	18.03	33.31
337534	city_name_172339, country_name_18142	18.52	7.62	8.07	28.76	30.45
247207	city_name_158578, country_name_10749	22.64	9.55	28.63	3.87	1.86
473165	city_name_103846, country_name_10286	6.96	17.83	14.39	13.6	26.15
451581	city_name_129592, country_name_11469	27.89	5.38	27.18	5.22	5.76
33759	city_name_160531, country_name_17952	2.96	12.35	1.9	21.6	15.7
440581	city_name_177207, country_name_13436	8.87	6.85	8.21	33.09	16.6
268029	city_name_197073, country_name_10818	12.25	18.61	11.07	29.4	21.81
301296	city_name_148008, country_name_17426	17.33	16.97	9.84	34.66	31.41
267899	city_name_175752, country_name_12907	2.99	13.46	19.22	13.76	24.92
147159	city_name_123928, country_name_18073	15.69	5.32	2.27	29.36	33.65
444124	city_name_163246, country_name_18226	1.14	14.0	28.54	15.9	9.72
57494	city_name_162878, country_name_18269	26.95	20.79	35.5	16.87	16.76
269841	city_name_193310, country_name_11659	2.24	6.42	3.58	3.04	5.86
112643	city_name_174834, country_name_14174	21.19	6.59	27.29	26.51	20.14
265022	city_name_181863, country_name_13043	23.11	9.94	22.26	34.32	24.35
100321	city_name_112841, country_name_18944	23.19	27.85	27.91	23.65	11.21
214087	city_name_144143, country_name_11594	2.51	2.74	16.0	9.71	26.39
398240	city_name_152492, country_name_10233	29.37	7.01	28.21	4.44	8.95
442137	city_name_117600, country_name_12993	32.47	24.32	17.76	33.67	27.54
454894	city_name_130718, country_name_11812	18.59	33.41	23.02	29.43	34.67
135767	city_name_157126, country_name_12941	3.6	28.46	18.25	5.71	11.3
30964	city_name_108247, country_name_10469	15.45	5.87	25.19	25.25	31.47
144796	city_name_177547, country_name_15651	35.96	23.51	2.35	13.11	19.98
445721	city_name_113085, country_name_15873	6.34	29.11	31.07	11.97	27.47
90082	city_name_151974, country_name_19659	19.77	1.67	29.16	20.81	33.72
163678	city_name_129872, country_name_17500	13.15	15.64	14.52	11.75	16.69
470196	city_name_168765, country_name_13258	28.56	15.02	18.74	10.74	33.22
129614	city_name_153804, country_name_17934	13.26	21.64	25.45	8.94	24.35
20991	city_name_156803, country_name_11498	15.23	3.2	28.47	24.13	34.99
339462	city_name_105592, country_name_12448	14.8	29.19	18.4	6.67	11.15
220640	city_name_163190, country_name_13115	33.29	19.64	5.06	10.59	5.77
314712	city_name_171369, country_name_18398	34.04	7.31	15.36	15.21	9.11
462698	city_name_133826, country_name_11735	30.76	30.55	20.62	24.25	27.4
38097	city_name_137223, country_name_12866	3.03	14.11	9.59	31.41	33.7
287858	city_name_120499, country_name_12238	14.26	4.22	21.46	33.16	7.71
399803	city_name_180873, country_name_11485	23.48	28.4	27.38	25.36	33.25
211030	city_name_162598, country_name_19021	20.34	14.22	13.95	10.18	3.87
356739	city_name_146412, country_name_18383	32.47	1.54	31.82	3.52	23.92
42757	city_name_155341, country_name_15078	19.05	2.84	20.24	23.73	7.82
185551	city_name_191323, country_name_10485	13.6	8.95	2.28	16.73	33.76
110751	city_name_106827, country_name_14747	15.03	21.5	15.11	18.33	35.67
73439	city_name_122228, country_name_14703	14.67	13.21	10.12	7.38	14.16
153500	city_name_161532, country_name_18242	10.61	24.1	30.26	19.2	20.26
260335	city_name_108245, country_name_14135	34.65	1.11	17.37	9.49	21.16
498735	city_name_192085, country_name_10450	20.67	22.81	19.71	22.51	6.79
244885	city_name_180330, country_name_10497	35.62	32.35	21.97	30.75	21.53
222572	city_name_161849, country_name_13218	1.58	8.3	22.06	28.28	23.24
400119	city_name_143059, country_name_16076	14.4	20.2	23.38	28.03	27.58
184406	city_name_107944, country_name_13545	17.02	2.04	21.73	2.27	15.61
357533	city_name_118365, country_name_12903	4.17	29.21	1.45	11.74	1.67
367262	city_name_163434, country_name_15978	13.48	12.41	21.61	27.63	35.69
451426	city_name_152395, country_name_19888	2.54	26.6	15.62	27.97	32.39
18534	city_name_176630, country_name_14968	32.0	32.03	22.01	3.92	2.24
16547	city_name_140888, country_name_15474	5.81	13.13	35.57	4.11	19.32
389797	city_name_194786, country_name_10859	30.18	9.11	3.7	35.52	35.46
493678	city_name_121875, country_name_11901	7.3	33.03	19.16	23.48	7.2
319046	city_name_195516, country_name_10619	3.75	14.77	2.78	34.49	2.32
383038	city_name_115657, country_name_15439	19.93	16.86	3.56	27.36	1.22
305595	city_name_195295, country_name_11418	30.62	3.06	12.06	29.89	10.72
410426	city_name_109068, country_name_16342	20.63	6.26	19.95	14.66	3.17
204486	city_name_183810, country_name_12876	20.54	12.97	30.05	6.02	16.56
199784	city_name_141202, country_name_12698	12.6	1.04	27.73	35.49	28.54
37904	city_name_157734, country_name_11883	22.19	35.3	32.63	2.56	18.11
142152	city_name_108627, country_name_16987	17.4	15.05	32.83	28.2	30.78
120502	city_name_184961, country_name_17454	29.55	32.6	12.86	25.34	23.4
305830	city_name_142102, country_name_12142	9.66	21.39	10.09	26.74	20.49
71446	city_name_145600, country_name_13608	23.25	33.35	20.65	16.05	19.52
218482	city_name_169371, country_name_15815	28.06	35.41	20.87	13.21	20.4
346708	city_name_170275, country_name_19867	20.17	13.86	21.96	7.75	12.47
299438	city_name_106568, country_name_13002	35.52	7.57	14.2	5.35	14.64
414503	city_name_117496, country_name_12202	6.73	30.28	4.99	33.36	31.18
192713	city_name_135748, country_name_13544	29.92	19.99	4.97	5.03	2.78
396118	city_name_114149, country_name_14544	27.01	20.65	1.79	2.12	16.03
330032	city_name_185519, country_name_15701	5.68	5.03	21.03	30.74	21.61
387849	city_name_105935, country_name_18483	9.05	30.39	33.72	13.94	16.5
112931	city_name_138872, country_name_12536	12.02	12.77	17.13	17.65	32.73
308195	city_name_173863, country_name_17390	22.92	3.09	22.89	16.77	22.83
106415	city_name_157529, country_name_17846	2.49	33.85	22.49	25.77	11.42
462862	city_name_144542, country_name_12788	20.76	29.47	26.78	14.61	2.62
88674	city_name_164167, country_name_17137	2.12	5.8	12.61	32.76	13.31
425422	city_name_194540, country_name_16148	14.19	13.17	18.44	7.52	4.76
263238	city_name_168313, country_name_17502	6.39	15.03	22.24	12.28	35.51
141700	city_name_142251, country_name_14264	19.67	35.93	34.07	25.6	10.22
405954	city_name_178050, country_name_18513	14.04	13.78	27.79	26.37	31.81
169414	city_name_163436, country_name_19729	2.57	28.08	3.49	11.44	10.08
182568	city_name_164924, country_name_15331	20.22	29.86	34.21	35.16	1.88
371542	city_name_180989, country_name_18070	11.45	34.26	2.24	8.91	19.98
377867	city_name_188136, country_name_11934	6.21	29.19	30.01	19.94	5.18
63672	city_name_112109, country_name_19579	25.04	11.63	2.53	26.94	29.66
180334	city_name_174362, country_name_15399	30.39	33.5	30.11	10.39	28.9
75738	city_name_100896, country_name_15737	23.83	22.0	18.89	30.2	22.08
277391	city_name_155451, country_name_18634	18.64	1.64	18.17	34.05	27.77
42661	city_name_172124, country_name_14582	25.5	3.46	29.51	33.34	20.59
35138	city_name_173891, country_name_19168	2.74	25.22	3.06	26.68	33.29
8596	city_name_155655, country_name_18149	34.46	13.45	29.29	34.23	24.77
138784	city_name_192463, country_name_19413	32.14	24.5	24.83	26.83	35.71
261421	city_name_145847, country_name_13882	16.9	28.45	11.61	26.41	18.35
481790	city_name_172324, country_name_18218	27.33	31.61	2.74	10.43	10.99
277989	city_name_168548, country_name_16281	33.22	21.5	20.2	33.93	5.41
22340	city_name_154792, country_name_18445	12.51	15.25	8.51	13.29	34.29
404833	city_name_127671, country_name_19350	11.3	5.08	20.52	33.43	29.04
158942	city_name_124691, country_name_17203	21.24	29.05	23.59	27.67	26.58
308673	city_name_179497, country_name_15119	14.58	32.66	15.94	10.2	8.65
334478	city_name_167223, country_name_11879	31.51	33.17	9.75	4.96	14.27
309812	city_name_111810, country_name_17143	2.57	21.46	8.16	12.39	8.94
472618	city_name_160408, country_name_10597	9.64	30.19	5.29	22.06	3.44
314877	city_name_124955, country_name_17069	22.62	3.18	9.02	28.98	35.17
188447	city_name_158701, country_name_10571	35.82	25.62	18.98	35.51	3.47
354895	city_name_119663, country_name_16719	29.23	26.18	19.84	28.65	3.41
329585	city_name_198221, country_name_16486	3.69	8.33	24.21	30.58	32.41
202955	city_name_195155, country_name_17487	5.64	30.21	2.87	32.18	35.92
132024	city_name_108742, country_name_11236	8.14	19.3	17.06	35.19	15.72
188067	city_name_192799, country_name_10865	24.3	28.46	10.93	16.9	15.47
370544	city_name_145010, country_name_12518	10.73	35.24	24.13	35.91	7.38
165313	city_name_136682, country_name_18289	33.14	1.67	1.51	3.65	26.39
101734	city_name_146202, country_name_15559	15.2	1.71	30.69	23.27	4.43
307198	city_name_102830, country_name_13564	10.14	11.94	23.41	7.79	16.25
15087	city_name_108957, country_name_11045	3.23	6.43	22.13	14.55	16.42
81911	city_name_168934, country_name_15203	24.9	24.85	3.32	14.83	19.86
365190	city_name_159808, country_name_16988	7.62	8.11	12.47	25.59	32.14
409195	city_name_112235, country_name_11023	8.88	32.12	25.46	26.73	8.87
87435	city_name_112241, country_name_10182	35.74	21.14	5.9	11.18	13.23
310391	city_name_126073, country_name_11975	30.47	15.21	11.48	30.09	7.76
272564	city_name_192424, country_name_16061	7.98	2.97	9.71	8.33	2.58
432155	city_name_173004, country_name_11624	16.17	4.61	6.94	30.16	9.2
40077	city_name_120522, country_name_16412	26.17	4.97	28.19	12.2	27.97
397629	city_name_187990, country_name_12900	8.57	25.38	3.24	9.58	13.29
79214	city_name_190527, country_name_11577	5.61	25.37	18.27	12.75	27.37
358481	city_name_117547, country_name_18585	34.32	27.83	35.33	13.31	18.97
316055	city_name_141164, country_name_18728	3.44	27.3	25.8	19.3	21.61
131549	city_name_191540, country_name_15093	13.52	7.34	24.75	28.29	20.65
7866	city_name_163591, country_name_13977	31.07	18.32	29.57	33.76	6.65
49644	city_name_158356, country_name_17333	8.33	10.25	3.58	11.41	18.38
